"Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
"383,267","383,267","11,004,151","11,004,151","982,140",2023
"18,986","18,986","119,912","119,912","11,190",2023
"44,631","44,631","500,449","500,449","44,382",2023
0,0,0,0,-26,2023
0,0,0,0,-250,2023
8,8,46,46,-11,2023
"11,417","11,417","11,671","11,671",644,2023
85,85,495,495,0,2023
8,8,46,46,0,2023
"1,926","1,926","1,965","1,965",87,2023
0,0,0,0,0,2023
0,0,0,0,18,2023
0,0,0,0,"57,830",2023
138,138,787,787,61,2023
0,0,0,0,0,2023
"2,408,673","2,408,673","2,456,847","2,456,847","179,682",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,"598,529",2023
"12,206,841","12,206,841","12,462,644","12,462,644","1,130,427",2023
25,25,146,146,11,2023
"292,946","292,946","299,136","299,136","23,651",2023
0,0,0,0,0,2023
0,0,"3,122","3,122",915,2023
0,0,0,0,0,2023
"2,136","2,136","12,389","12,389",67,2023
"1,153,615","1,153,615","1,180,148","1,180,148","6,415",2023
0,0,0,0,157,2023
"11,334","11,334","11,577","11,577","476,095",2023
630,630,"3,667","3,667",313,2023
"10,851,961","10,851,961","11,095,662","11,095,662","951,731",2023
"1,175","1,175","6,839","6,839",621,2023
"309,613","309,613","316,478","316,478","28,561",2023
"1,591,426","1,591,426","1,626,621","1,626,621","188,724",2023
0,0,0,0,0,2023
0,0,0,0,"488,045",2023
0,0,0,0,0,2023
"10,622,925","10,622,925","10,858,666","10,858,666","906,707",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"764,942","764,942","224,192",2023
0,0,"37,078","37,078","10,867",2023
14,14,84,84,-1,2023
102,102,592,592,54,2023
0,0,"1,354,462","1,354,462","396,970",2023
"4,259,094","4,259,094","100,350,254","100,350,254","10,212,618",2023
"26,159","26,159","152,166","152,166","15,475",2023
0,0,"58,020","58,020","17,005",2023
0,0,"127,445","127,445","37,352",2023
0,0,"339,050","339,050","99,370",2023
0,0,0,0,103,2023
"6,098,124","6,098,124","6,288,257","6,288,257","6,477,673",2023
351,351,"2,042","2,042",200,2023
"113,484,363","113,484,363","117,058,165","117,058,165","11,346,709",2023
665,665,"3,869","3,869",-43,2023
543,543,558,558,-61,2023
0,0,"239,834","239,834","70,291",2023
0,0,"8,595","8,595","2,519",2023
"5,637","5,637","32,790","32,790",-130,2023
21,21,124,124,12,2023
0,0,"99,620","99,620","29,197",2023
0,0,"40,976","40,976","12,009",2023
0,0,"334,460","334,460","98,025",2023
0,0,"458,480","458,480","134,373",2023
0,0,"409,994","409,994","120,162",2023
0,0,"342,614","342,614","100,414",2023
0,0,"118,530","118,530","34,739",2023
0,0,"148,684","148,684","43,577",2023
0,0,0,0,0,2023
"23,472,271","23,472,271","24,094,979","24,094,979","2,239,181",2023
0,0,"119,498","119,498","35,023",2023
0,0,"269,094","269,094","78,866",2023
0,0,"57,076","57,076","16,728",2023
0,0,0,0,0,2023
0,0,"146,236","146,236","42,859",2023
"10,680","10,680","11,747","11,747",882,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"1,292,871","1,292,871","378,919",2023
0,0,"72,277","72,277","21,183",2023
0,0,"70,554","70,554","18,647",2023
0,0,"566,959","566,959","166,166",2023
0,0,"380,576","380,576","111,541",2023
0,0,"1,455,015","1,455,015","426,441",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"4,402,075","4,402,075","27,561,798","27,561,798","2,550,227",2023
"139,280","139,280","799,143","799,143","50,668",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"2,205,501","2,205,501","13,803,284","13,803,284","1,232,977",2023
"3,077","3,077","17,483","17,483","1,655",2023
"14,226","14,226","82,155","82,155","1,988",2023
"3,184","3,184","18,094","18,094","1,643",2023
0,0,"18,760","18,760","5,498",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"292,086","292,086","1,832,527","1,832,527","133,368",2023
0,0,0,0,0,2023
0,0,"140,251","140,251","41,105",2023
0,0,"102,953","102,953","30,174",2023
0,0,"20,532","20,532","6,013",2023
"16,650","16,650","96,570","96,570","6,290",2023
0,0,"355,229","355,229","104,112",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
101,101,576,576,22,2023
"55,315","55,315","314,687","314,687","31,052",2023
0,0,0,0,0,2023
0,0,"602,667","602,667","176,632",2023
0,0,"107,925","107,925","31,631",2023
0,0,"897,093","897,093","262,202",2023
0,0,"1,006,775","1,006,775","295,069",2023
0,0,"7,123,310","7,123,310","2,087,723",2023
0,0,"1,286,538","1,286,538","377,063",2023
0,0,"121,244","121,244","35,535",2023
0,0,"28,838","28,838","8,396",2023
0,0,"364,302","364,302","106,771",2023
0,0,"640,968","640,968","187,857",2023
116,116,682,682,49,2023
0,0,"144,502","144,502","42,312",2023
0,0,"385,586","385,586","113,009",2023
0,0,"185,006","185,006","54,222",2023
0,0,"126,675","126,675","37,126",2023
0,0,"278,710","278,710","81,680",2023
0,0,"178,246","178,246","52,241",2023
0,0,"102,997","102,997","30,187",2023
0,0,"248,628","248,628","72,869",2023
0,0,"144,708","144,708","42,411",2023
0,0,"58,338","58,338","16,486",2023
0,0,"2,783,305","2,783,305","815,740",2023
0,0,"163,661","163,661","47,966",2023
0,0,"17,068","17,068","5,002",2023
0,0,"4,928,810","4,928,810","1,444,551",2023
0,0,"133,525","133,525","39,134",2023
0,0,"10,136","10,136","2,971",2023
0,0,"24,254","24,254","7,020",2023
0,0,"23,148","23,148","6,785",2023
0,0,"1,926,272","1,926,272","564,558",2023
0,0,"560,978","560,978","164,413",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"82,162,111","82,162,111","7,861,085",2023
0,0,"77,427,760","77,427,760","7,408,113",2023
0,0,0,0,"-27,603",2023
0,0,0,0,0,2023
"155,825","155,825","161,052","161,052","13,133",2023
0,0,0,0,0,2023
"1,531,335","1,531,335","27,138,734","27,138,734","2,216,027",2023
0,0,0,0,0,2023
"43,383","43,383","44,683","44,683","3,132",2023
"1,054,268","1,054,268","17,873,599","17,873,599","1,334,496",2023
0,0,"80,888,678","80,888,678","7,739,246",2023
0,0,"77,611,867","77,611,867","7,425,728",2023
"2,352","2,352","13,578","13,578","-1,621",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"3,716","3,716","23,041","23,041","-1,020",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"19,109","19,109","110,832","110,832","10,242",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"3,730,550","3,730,550","64,072,273","64,072,273","5,888,613",2023
"5,782","5,782","6,141","6,141",72,2023
0,0,"73,205","73,205","21,455",2023
0,0,"19,640","19,640","5,756",2023
0,0,"311,580","311,580","91,319",2023
0,0,0,0,0,2023
"165,542","165,542","170,509","170,509","13,742",2023
0,0,"99,917","99,917","29,284",2023
0,0,"9,386","9,386","2,751",2023
"1,317","1,317","8,165","8,165",264,2023
0,0,0,0,0,2023
73,73,421,421,36,2023
0,0,0,0,0,2023
305,305,"1,768","1,768",189,2023
0,0,0,0,0,2023
88,88,507,507,47,2023
0,0,0,0,0,2023
61,61,351,351,36,2023
0,0,0,0,0,2023
442,442,"2,543","2,543",230,2023
0,0,0,0,0,2023
411,411,"2,331","2,331",361,2023
12,12,12,12,-1,2023
0,0,"5,538","5,538","1,623",2023
0,0,"18,402","18,402","5,393",2023
179,179,"1,038","1,038",105,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
334,334,"1,922","1,922",202,2023
132,132,747,747,45,2023
0,0,"112,115","112,115","32,859",2023
215,215,"1,237","1,237",130,2023
"1,488","1,488","8,558","8,558",10,2023
"817,000","817,000","857,850","857,850","1,013",2023
307,307,"1,781","1,781",164,2023
0,0,0,0,0,2023
196,196,"1,129","1,129",123,2023
826,826,"4,752","4,752",471,2023
"8,446","8,446","8,868","8,868",806,2023
0,0,862,862,253,2023
"1,150","1,150","6,614","6,614",667,2023
0,0,0,0,0,2023
"359,428","359,428","7,669,463","7,669,463","636,601",2023
"81,878","81,878","81,878","81,878","6,531",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
10,10,58,58,66,2023
398,398,"2,290","2,290",235,2023
0,0,0,0,0,2023
56,56,321,321,26,2023
"4,015","4,015","4,217","4,217",339,2023
160,160,921,921,97,2023
0,0,0,0,0,2023
386,386,"2,238","2,238",203,2023
0,0,0,0,0,2023
"50,822","50,822","52,755","52,755","3,621",2023
215,215,"1,225","1,225",66,2023
"902,970","902,970","902,970","902,970","71,869",2023
"408,821","408,821","9,932,136","9,932,136","636,340",2023
"2,213","2,213","12,609","12,609",651,2023
0,0,0,0,0,2023
"2,306,489","2,306,489","51,397,650","51,397,650","4,611,482",2023
"16,119","16,119","92,072","92,072","8,196",2023
"174,957","174,957","3,879,278","3,879,278","347,462",2023
0,0,"37,735","37,735","11,060",2023
0,0,"11,760","11,760","3,417",2023
0,0,"62,221","62,221","18,236",2023
0,0,0,0,0,2023
"2,411","2,411","13,983","13,983","1,080",2023
"3,722,247","3,722,247","3,862,037","3,862,037","289,817",2023
215,215,"1,246","1,246",105,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"29,487,081","29,487,081","30,711,030","30,711,030","2,608,757",2023
0,0,0,0,"1,896,999",2023
"34,666,334","34,666,334","36,269,686","36,269,686","3,385,045",2023
0,0,0,0,0,2023
1,0,6,0,0,2023
"2,662,707","41,224","2,822,470","43,697","10,559",2023
68,68,395,395,32,2023
"2,247,395","2,247,395","50,807,721","50,807,721","4,647,280",2023
"21,474","21,474","124,550","124,550","11,321",2023
"105,002","105,002","2,754,671","2,754,671","255,822",2023
"475,039","475,039","503,384","503,384","28,120",2023
"691,651","691,651","12,395,075","12,395,075","1,143,240",2023
0,0,"48,555","48,555","14,231",2023
0,0,"68,100","68,100","19,959",2023
460,460,"2,645","2,645",375,2023
"261,973","261,973","269,307","269,307","17,023",2023
994,994,"5,716","5,716",269,2023
"1,942,068","1,942,068","43,508,669","43,508,669","4,303,514",2023
"10,863","10,863","62,464","62,464","6,259",2023
"352,010","352,010","7,598,674","7,598,674","306,618",2023
0,0,0,0,"421,795",2023
0,0,0,0,"714,751",2023
0,0,0,0,0,2023
"11,479,950","11,479,950","11,801,387","11,801,387","757,800",2023
"78,140,177","78,140,177","17,581,540","17,581,540","1,072,425",2023
0,0,"1,346,584","1,346,584","394,661",2023
0,0,0,0,0,2023
"10,527,093","10,527,093","10,821,850","10,821,850","1,272,819",2023
"710,435","710,435","16,244,041","16,244,041","1,474,610",2023
"282,645","282,645","293,218","293,218","26,610",2023
137,137,0,0,-48,2023
0,0,0,0,-261,2023
0,0,0,0,895,2023
435,435,"2,535","2,535",80,2023
"232,626","232,626","240,330","240,330","13,876",2023
168,168,979,979,-18,2023
"52,621","52,621","54,400","54,400","3,361",2023
0,0,"5,226","5,226","1,532",2023
0,0,"6,266","6,266","1,836",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
2,2,12,12,1,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"12,517","12,517","274,590","274,590","17,160",2023
"1,280","1,280","7,425","7,425",-901,2023
0,0,0,0,-26,2023
0,0,0,0,"-7,625",2023
0,0,"14,693","14,693","4,306",2023
0,0,0,0,0,2023
"1,727,135","1,727,135","1,898,120","1,898,120","122,111",2023
"498,864","193,597","526,252","204,240","24,004",2023
"72,996","33,168","1,293,507","587,966","57,642",2023
"25,703","25,703","27,064","27,064","1,028",2023
"64,541","63,173","368,658","360,849","34,932",2023
"123,820","120,724","128,323","125,123","11,666",2023
0,0,0,0,0,2023
"3,255,673","3,198,027","58,120,882","57,091,643","5,653,700",2023
"39,017","39,017","40,968","40,968","1,761",2023
"188,407","188,407","199,523","199,523","17,251",2023
0,0,0,0,0,2023
"800,097","800,097","13,977,098","13,977,098","1,235,602",2023
0,0,0,0,0,2023
"12,084","12,084","12,702","12,702",756,2023
"31,806","31,806","32,754","32,754","1,424",2023
"182,613","182,613","187,797","187,797","5,449",2023
0,0,0,0,0,2023
0,0,"2,848,743","2,848,743","834,919",2023
"2,016","2,016","12,498","12,498","1,217",2023
"1,735","1,735","1,908","1,908",186,2023
644,644,"3,761","3,761",372,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"3,351,120","3,351,120","3,590,964","3,590,964","298,209",2023
"29,864","29,864","377,386","377,386","31,256",2023
0,0,0,0,0,2023
24,24,133,133,12,2023
24,24,144,144,10,2023
"1,474","1,474","1,496","1,496",105,2023
"1,334","1,334","7,696","7,696",320,2023
90,90,520,520,52,2023
0,0,0,0,0,2023
34,34,204,204,16,2023
0,0,0,0,0,2023
8,8,46,46,6,2023
0,0,0,0,0,2023
5,5,28,28,3,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"7,901","7,901","8,518","8,518",-223,2023
0,0,0,0,0,2023
149,149,"3,993","3,993",196,2023
"138,103","138,103","144,132","144,132","7,273",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
23,23,140,140,14,2023
73,73,424,424,38,2023
40,40,229,229,15,2023
"1,052","1,052","6,208","6,208",783,2023
0,0,0,0,0,2023
210,210,"1,260","1,260",120,2023
8,8,46,46,4,2023
582,582,"3,609","3,609",255,2023
3,3,17,17,1,2023
12,12,72,72,6,2023
782,782,"4,536","4,536",-303,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
97,97,562,562,46,2023
45,45,270,270,32,2023
0,0,0,0,0,2023
249,249,"1,464","1,464",135,2023
0,0,0,0,0,2023
169,169,"1,048","1,048",98,2023
"1,640","1,640","9,581","9,581",955,2023
27,27,166,166,12,2023
424,424,"2,459","2,459",-62,2023
179,179,"1,040","1,040",3,2023
"7,095","7,095","7,201","7,201",24,2023
9,9,52,52,4,2023
"1,051","1,051","6,516","6,516",616,2023
170,170,993,993,90,2023
531,531,531,531,48,2023
93,93,531,531,59,2023
"2,168",992,"12,614","5,777",970,2023
"7,135","3,314","7,444","3,458",609,2023
0,0,0,0,0,2023
"398,211","186,835","6,508,379","3,053,198","537,329",2023
"2,546","2,546","14,006","14,006","2,232",2023
"1,041","1,041","1,041","1,041",166,2023
17,17,101,101,5,2023
0,0,0,0,0,2023
54,54,312,312,-8,2023
"3,616","3,616","3,977","3,977",-99,2023
0,0,"3,495","3,495","1,024",2023
0,0,"9,815","9,815","2,871",2023
0,0,"17,947","17,947","5,260",2023
77,77,454,454,32,2023
300,300,314,314,22,2023
0,0,0,0,0,2023
24,24,143,143,13,2023
20,20,112,112,9,2023
114,114,91,91,7,2023
"3,824","3,824","21,414","21,414","1,175",2023
66,66,409,409,37,2023
167,167,184,184,16,2023
417,417,"2,406","2,406",223,2023
110,110,110,110,10,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"1,160","1,160","7,191","7,191",655,2023
0,0,0,0,0,2023
27,27,158,158,7,2023
11,11,11,11,0,2023
22,22,125,125,13,2023
0,0,0,0,0,2023
235,235,"1,457","1,457",-86,2023
"4,544","4,544","4,999","4,999",-294,2023
"4,918","4,918","28,082","28,082","2,038",2023
"1,102","1,102","6,832","6,832",471,2023
0,0,0,0,0,2023
68,68,392,392,39,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
69,69,382,382,37,2023
166,166,948,948,71,2023
601,601,589,589,44,2023
6,6,35,35,2,2023
"105,775","105,775","109,795","109,795","5,975",2023
0,0,0,0,0,2023
"542,270","542,270","562,876","562,876","66,101",2023
0,0,0,0,0,2023
124,124,716,716,53,2023
"41,937","41,937","41,937","41,937","3,115",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"62,264","62,264","62,264","62,264","2,557",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"27,055","27,055","29,220","29,220","1,580",2023
0,0,0,0,0,2023
"283,920","283,920","278,368","278,368","25,768",2023
"1,209,956","1,209,956","1,252,274","1,252,274","107,336",2023
0,0,0,0,0,2023
"425,534","425,534","418,371","418,371","31,976",2023
0,0,0,0,0,2023
0,0,0,0,"400,300",2023
"8,175,007","8,175,007","8,427,495","8,427,495","746,496",2023
8,8,45,45,0,2023
"4,350","4,350","4,494","4,494",250,2023
"6,106","6,106","35,555","35,555","3,021",2023
"4,464,209","4,464,209","4,464,209","4,464,209","435,005",2023
25,25,146,146,13,2023
0,0,0,0,0,2023
"42,833","42,833","243,967","243,967","22,310",2023
"4,149,400","4,149,400","71,578,235","71,578,235","6,587,118",2023
"17,411","17,411","100,984","100,984","3,999",2023
"527,650","527,650","527,650","527,650","20,895",2023
0,0,0,0,0,2023
"1,418,151","1,418,151","1,418,151","1,418,151","121,520",2023
"1,050,502","1,050,502","18,806,816","18,806,816","1,610,428",2023
26,26,156,156,5,2023
"1,171","1,171","1,137","1,137",36,2023
48,48,267,267,27,2023
0,0,0,0,0,2023
20,20,112,112,-132,2023
0,0,0,0,0,2023
35,35,202,202,19,2023
0,0,0,0,0,2023
129,129,744,744,66,2023
"1,269","1,269","1,280","1,280",112,2023
26,26,153,153,14,2023
976,976,"1,034","1,034",100,2023
45,45,251,251,22,2023
235,235,268,268,24,2023
264,264,"1,456","1,456",117,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"1,006,599","1,006,599","1,006,599","1,006,599","79,175",2023
1,1,6,6,1,2023
68,68,68,68,7,2023
369,369,"2,178","2,178",25,2023
"16,296","16,296","14,667","14,667",168,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
8,8,50,50,6,2023
"135,589","135,589","138,300","138,300","10,935",2023
251,251,"1,479","1,479",0,2023
34,34,34,34,0,2023
23,23,129,129,9,2023
517,517,517,517,39,2023
16,16,96,96,7,2023
15,15,90,90,9,2023
0,0,0,0,0,2023
162,162,938,938,81,2023
"1,197","1,197","1,197","1,197",104,2023
91,91,564,564,-610,2023
"2,008","2,008","2,210","2,210","-2,388",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
1,1,6,6,37,2023
0,0,0,0,0,2023
35,35,202,202,21,2023
381,381,381,381,41,2023
330,330,"2,044","2,044",76,2023
"23,720","23,720","26,092","26,092",964,2023
95,95,589,589,57,2023
"7,990","7,990","8,789","8,789",852,2023
0,0,0,0,0,2023
114,114,630,630,61,2023
0,0,0,0,0,2023
"20,644","20,644","119,735","119,735","6,152",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
214,214,"1,245","1,245",-53,2023
"6,768","6,768","6,801","6,801",-287,2023
90,90,498,498,24,2023
0,0,0,0,0,2023
333,333,"1,873","1,873","-1,292",2023
0,0,0,0,0,2023
28,28,164,164,5,2023
439,439,351,351,11,2023
"22,482","22,482","132,014","132,014","8,078",2023
"484,883","484,883","486,337","486,337","29,759",2023
0,0,0,0,0,2023
44,44,264,264,16,2023
"1,524","1,524","1,524","1,524",89,2023
0,0,0,0,0,2023
19,19,114,114,9,2023
895,895,921,921,75,2023
7,7,40,40,4,2023
0,0,0,0,0,2023
49,49,282,282,-15,2023
"1,463","1,463","1,520","1,520",-83,2023
22,22,124,124,10,2023
0,0,0,0,0,2023
9,9,50,50,5,2023
40,40,29,29,3,2023
0,0,0,0,-34,2023
548,548,"3,162","3,162",80,2023
"12,584","12,584","13,050","13,050",331,2023
4,4,24,24,2,2023
"48,535","48,535","48,535","48,535","2,871",2023
28,28,164,164,14,2023
750,750,759,759,64,2023
85,85,494,494,-278,2023
855,855,941,941,-530,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
42,42,241,241,17,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
142,142,825,825,80,2023
790,790,790,790,77,2023
19,19,114,114,-104,2023
118,118,118,118,-107,2023
86,86,506,506,-55,2023
"3,702","3,702","3,702","3,702",-404,2023
9,9,50,50,4,2023
398,398,398,398,31,2023
5,5,28,28,4,2023
"50,207","50,207","51,112","51,112","3,360",2023
"34,908","34,908","35,258","35,258","1,118",2023
"447,408","447,408","480,069","480,069","30,670",2023
"547,552","547,552","588,994","588,994","48,875",2023
"9,881,288","9,881,288","11,922,022","11,922,022","1,172,392",2023
0,0,"150,494","150,494","44,045",2023
510,510,"2,998","2,998",147,2023
"819,799","819,799","840,294","840,294","55,120",2023
0,0,"55,996","55,996","16,411",2023
"469,267","469,267","10,446,882","10,446,882","889,946",2023
"6,779","6,779","39,861","39,861","2,514",2023
"4,411,878","4,411,878","106,006,481","106,006,481","9,761,641",2023
"18,931","18,931","111,314","111,314","10,217",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
235,235,243,243,-191,2023
0,0,"21,141","21,141","6,196",2023
0,0,0,0,"1,745,902",2023
"31,159,995","31,159,995","33,185,395","33,185,395","3,119,607",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"3,354,497","3,354,497","77,371,773","77,371,773","7,518,531",2023
"212,774","212,774","226,604","226,604","22,034",2023
0,0,0,0,0,2023
0,0,"927,948","927,948","271,966",2023
"284,973","284,973","303,496","303,496","27,101",2023
0,0,"1,707,642","1,707,642","500,481",2023
557,557,"3,342","3,342",337,2023
0,0,"4,049,813","4,049,813","1,186,933",2023
"16,934,336","16,934,336","16,934,336","16,934,336","2,517,015",2023
0,0,0,0,0,2023
"29,191,455","29,191,455","29,191,455","29,191,455","4,337,176",2023
0,0,0,0,0,2023
"14,346","14,346","253,924","253,924","22,047",2023
"20,283","20,283","116,869","116,869","9,814",2023
"3,142,708","3,142,708","55,621,119","55,621,119","4,691,108",2023
0,0,"1,605,282","1,605,282","470,481",2023
0,0,0,0,0,2023
"128,305","128,305","131,384","131,384","6,138",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"217,169","217,169","5,047,908","5,047,908","476,786",2023
